date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
01:37:49	73784/73784	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-12038%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/choices.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:49	216334/216334	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-34d0e%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/quill.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/quill.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:50	11396/11396	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-2c84%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dragula/dragula.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:50	35019/35019	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1e924-c651%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/jkanban/jkanban.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:50	19806/19806	---M-Z	200	added ('OK')	application/javascript	etag:W/%22660a675d-4d5e%22	https://buttons.github.io/buttons.js	C:/My%20Web%20Sites/pedidos/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:50	31524/31524	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-7b24%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min.js?v=2.0.5	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/argon-dashboard.min9c7f.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/edit-product.html)
01:37:51	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Apr%202024%2006:37:44%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.png	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
01:37:51	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Apr%202024%2006:37:44%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/layers-2x.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
01:37:52	9524/9524	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2003%20Apr%202024%2006:37:44%20GMT	https://demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/css/images/marker-icon.png	(from https://demos.creative-tim.com/argon-dashboard-pro/assets/css/argon-dashboard.min.css?v=2.0.5)
01:37:52	136747/136747	---M--	200	added ('OK')	image/jpeg	etag:%2262d1e924-2a50d%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/img/team-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/new-product.html)
01:37:52	611784/611784	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:45%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/profile-layout-header.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/profile-layout-header.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/new-product.html)
01:37:52	48150/48150	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-bc16%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dropzone.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/dropzone.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/new-product.html)
01:37:53	2582/2582	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1e924-eff%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/multistep-form.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/multistep-form.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/new-product.html)
01:37:53	561976/561976	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:45%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:53	194580/194580	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:46%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-1.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-1.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:53	369335/369335	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:46%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-2.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-2.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:53	364846/364846	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:46%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-3.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-3.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:54	178958/178958	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:46%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-4.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-4.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:54	295392/295392	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:47%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-5.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/argon-dashboard-pro/assets/img/product-thumb-5.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:55	31922/31922	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-7cb2%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/photoswipe.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/photoswipe.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:55	21249/21249	---M-Z	200	added ('OK')	application/javascript	etag:W/%2262d1e924-5301%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/photoswipe-ui-default.min.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/photoswipe-ui-default.min.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/product-page.html)
01:37:55	60609/60609	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:48%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/adidas-hoodie.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/adidas-hoodie.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:56	122432/122432	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:49%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/macbook-pro.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/macbook-pro.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:56	66602/66602	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:49%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/metro-chair.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/metro-chair.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:57	78677/78677	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:49%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/alchimia-chair.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/alchimia-chair.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:57	83100/83100	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:49%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/fendi-coat.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/fendi-coat.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:57	173662/173662	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:50%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/off-white-jacket.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/off-white-jacket.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:59	57664/57664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:52%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/yohji-yamamoto.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/yohji-yamamoto.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:37:59	55522/55522	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:52%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/mcqueen-shirt.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/mcqueen-shirt.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:00	71475/71475	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:52%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/yellow-chair.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/yellow-chair.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:00	96152/96152	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:53%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/heron-tshirt.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/heron-tshirt.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:00	64664/64664	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:53%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/living-chair.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/living-chair.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:00	101161/101161	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:53%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/orange-sofa.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/orange-sofa.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:00	51390/51390	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:53%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/burberry.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/burberry.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:01	226427/226427	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:54%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/d&g-skirt.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/d&g-skirt.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:01	101263/101263	---M--	200	added ('OK')	image/jpeg	date:Wed,%2003%20Apr%202024%2006:37:54%20GMT	https://raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/undercover.jpg	C:/My%20Web%20Sites/pedidos/raw.githubusercontent.com/creativetimofficial/public-assets/master/soft-ui-design-system/assets/img/ecommerce/undercover.jpg	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
01:38:01	36970/36970	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262d1e924-91ca%22	https://demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/datatables.js	C:/My%20Web%20Sites/pedidos/demos.creative-tim.com/argon-dashboard-pro/assets/js/plugins/datatables.js	(from https://demos.creative-tim.com/argon-dashboard-pro/pages/ecommerce/products/products-list.html)
